"","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","wildernessArea","soilType"
"463",3078,320,23,127,43,3004,153,211,194,2664,3,24
"464",3300,329,1,323,76,1170,215,237,159,2301,1,40
"465",2909,3,5,42,1,2897,213,230,155,1549,3,20
"466",3057,304,20,180,36,2896,160,225,204,2530,3,33
"467",3367,201,8,899,165,2841,217,247,165,1357,3,38
"468",3302,69,4,703,257,3673,224,231,143,2118,3,32
"469",3235,25,12,324,11,2017,214,215,135,990,3,31
"470",3141,12,6,67,2,3983,214,228,151,190,3,23
"471",3235,305,9,382,53,979,195,235,181,524,2,32
"472",3136,305,4,691,114,2476,209,237,167,1350,3,32
"473",3200,59,15,150,1,2105,230,207,106,847,1,22
"474",3019,162,26,510,138,743,235,236,115,2403,1,29
"475",3045,189,7,371,103,3120,221,246,160,1142,3,23
"476",3313,97,6,30,1,1240,229,232,137,1470,2,38
"477",2998,15,3,0,0,4311,217,233,154,518,1,23
"478",3191,47,8,0,0,5480,223,222,133,981,1,22
"479",3169,200,5,212,39,1103,218,244,162,631,3,32
"480",3423,310,15,384,77,5005,178,229,190,743,1,38
"481",3062,113,14,270,24,607,243,225,108,1549,1,29
"482",3487,76,24,994,310,2486,241,188,65,1253,1,40
"483",3321,275,29,192,60,3810,132,232,233,1291,1,29
"484",3219,333,16,742,82,2056,182,218,175,607,3,32
"485",3320,98,26,361,102,1466,251,192,52,1329,2,33
"486",3000,73,24,212,52,1705,239,187,65,3586,1,29
"487",3285,75,11,60,7,5905,234,219,116,591,1,38
"488",2916,21,8,30,0,2917,215,223,145,1466,3,20
"489",3273,13,13,646,49,2888,207,213,142,3430,3,31
"490",2949,271,26,446,150,2136,144,238,228,1177,3,33
"491",3173,118,14,459,102,402,243,227,110,807,3,32
"492",3101,18,2,330,16,1355,217,234,154,1371,2,23
"493",3119,342,6,503,-58,808,208,231,162,1064,2,22
"494",2887,68,27,150,72,150,235,174,53,1116,1,29
"495",2902,92,11,30,5,3726,238,222,114,5054,1,30
"496",3109,329,10,85,10,4106,197,229,171,1276,1,29
"497",3573,26,15,759,161,2723,212,205,127,1543,1,40
"498",2785,339,7,30,0,1974,204,230,164,2096,1,20
"499",3218,24,6,42,4,3871,217,226,146,3550,1,23
"500",3402,291,15,306,62,3154,177,236,199,1856,1,39
"501",3273,179,9,400,55,4339,224,246,154,2307,3,33
"502",3264,312,11,382,43,2033,189,232,183,3195,1,29
"503",2667,196,21,30,-3,1740,210,252,167,1144,3,4
"504",3132,59,27,150,59,5028,229,175,62,1557,1,29
"505",2853,314,31,180,84,630,122,198,208,1087,3,33
"506",3220,0,0,216,23,5360,218,238,156,1209,1,29
"507",3064,124,15,255,43,3884,245,227,107,2761,1,29
"508",3287,183,18,256,38,4661,222,249,153,2701,3,33
"509",2965,339,7,162,10,5464,204,230,164,2210,1,23
"510",3201,336,15,626,64,2106,187,219,171,680,3,23
"511",3247,206,7,446,13,457,216,247,166,631,3,23
"512",3368,67,32,379,134,1860,233,158,32,2083,1,40
"513",2897,84,25,201,98,216,246,188,56,258,1,22
"514",3135,88,9,175,6,408,234,226,124,2700,2,23
"515",2974,335,19,365,68,3220,174,211,175,1549,3,24
"516",3101,264,10,190,-3,1752,196,245,187,949,3,23
"517",3112,20,10,67,3,5130,213,218,141,2268,1,23
"518",2717,107,5,162,11,853,229,234,139,1888,1,12
"519",3027,194,10,108,0,5726,218,249,164,2609,1,29
"520",2639,51,10,384,19,3132,225,219,127,2919,3,11
"521",2914,44,21,240,95,2413,220,190,96,2045,3,33
"522",3208,135,6,552,33,4160,230,237,141,2761,1,23
"523",3102,111,6,212,31,510,230,234,137,591,3,31
"524",2952,10,10,255,16,4488,209,220,148,3969,1,23
"525",3447,244,30,470,192,3319,148,247,226,735,1,40
"526",2734,359,16,0,0,2371,195,210,151,309,3,23
"527",3218,256,15,277,41,2927,184,248,202,907,3,31
"528",3204,39,6,797,59,1170,221,226,141,2230,3,32
"529",3080,135,5,60,8,3700,228,238,144,2250,1,23
"530",3177,283,36,510,60,1624,102,216,241,3137,1,29
"531",3025,294,3,30,0,2385,211,238,165,3132,1,23
"532",3198,283,17,150,37,618,172,239,206,2455,2,33
"533",2997,139,10,134,25,2402,236,237,131,648,1,29
"534",2971,33,12,124,-1,2557,218,214,131,277,1,29
"535",3138,34,3,30,1,1146,219,232,149,4839,2,19
"536",2931,8,27,212,77,212,178,175,124,1842,1,30
"537",3005,28,12,153,15,2856,215,213,133,1813,3,23
"538",3291,52,8,295,12,1350,225,223,132,2147,1,38
"539",3268,0,0,0,0,5598,218,238,156,853,1,38
"540",2934,90,12,612,49,2014,239,220,110,2763,3,23
"541",3074,347,12,390,3,2405,197,221,161,1194,3,23
"542",3144,67,13,242,-35,1978,233,213,110,1637,1,29
"543",3270,129,3,242,5,899,225,237,148,2348,1,38
"544",2886,37,12,481,44,2700,219,213,127,992,3,31
"545",3050,74,9,330,59,5636,231,223,125,4911,1,29
"546",3155,50,7,30,0,2061,224,224,135,618,1,23
"547",3018,197,10,30,-2,5748,218,249,165,2483,1,29
"548",3194,117,12,150,13,1834,240,229,118,1542,2,23
"549",3256,342,9,577,185,3407,201,226,164,1851,3,32
"550",3168,32,16,272,62,983,215,204,121,2066,3,22
"551",3603,22,19,537,191,2951,205,197,123,1452,1,40
"552",3213,308,30,175,41,3861,127,206,213,1578,1,29
"553",3083,100,8,330,29,2864,234,229,127,6148,1,29
"554",2969,90,2,124,0,2460,222,236,150,1565,1,29
"555",2922,124,11,127,7,1839,239,232,123,1565,3,31
"556",3181,343,13,60,13,4201,194,220,165,1880,3,22
"557",3017,352,5,60,6,3303,211,231,158,351,1,20
"558",2973,295,25,339,131,1485,143,225,218,1057,3,33
"559",3130,306,28,390,26,1410,132,211,213,3010,1,29
"560",2923,145,8,60,-1,4477,231,239,141,4596,1,23
"561",2996,326,7,67,4,4121,202,232,169,661,1,29
"562",3230,96,5,228,18,4703,228,233,139,2096,1,38
"563",3241,64,7,700,93,5994,227,226,133,1507,1,29
"564",3118,45,2,313,37,1584,219,235,152,2971,3,23
"565",2763,2,22,30,14,2117,184,194,142,979,3,33
"566",3171,338,8,108,10,4197,204,229,165,457,3,23
"567",2921,18,11,467,79,2571,211,216,141,1307,3,31
"568",3571,111,27,912,286,2452,254,199,54,1240,1,40
"569",2986,117,11,60,6,2483,239,230,120,685,1,29
"570",3209,126,13,258,27,4052,241,231,117,819,3,23
"571",3020,338,19,443,65,3361,174,209,172,1917,3,24
"572",3119,70,12,175,16,840,233,217,114,1837,1,22
"573",2959,25,10,0,0,787,215,219,139,2581,3,23
"574",3084,36,23,67,19,1215,212,183,97,2557,3,24
"575",2974,45,8,212,17,2523,223,223,135,1719,3,32
"576",2875,302,13,255,36,2831,183,234,190,2402,1,29
"577",3351,123,11,446,69,2160,239,231,121,2349,1,38
"578",2950,351,30,192,41,2553,153,174,149,1973,3,33
"579",2984,357,15,60,10,350,195,211,153,787,1,22
"580",3151,170,20,60,-10,2308,230,244,135,3365,1,29
"581",3152,110,30,218,75,3883,254,191,41,2301,1,39
"582",3364,203,24,551,188,633,201,253,176,900,1,22
"583",3071,73,17,242,-3,2160,238,204,91,1530,1,23
"584",3149,16,4,95,13,2321,216,231,152,2080,1,29
"585",3174,270,31,67,16,1136,123,232,238,2529,1,30
"586",2586,48,12,0,0,716,224,214,122,1535,3,33
"587",3243,130,11,642,95,6015,238,234,125,1624,1,29
"588",3237,126,10,443,24,5526,238,233,125,1371,1,22
"589",2965,275,10,0,0,1230,193,242,189,420,3,23
"590",3347,321,26,162,79,5379,146,205,194,671,1,39
"591",3323,109,17,256,0,2591,247,219,96,2603,1,30
"592",3444,45,30,684,229,2353,213,161,64,1864,1,40
"593",2959,127,7,0,0,4829,233,235,135,5661,1,12
"594",3130,144,8,150,10,1253,232,239,138,2007,1,23
"595",3093,36,17,592,298,1077,217,201,114,1290,3,31
"596",3205,307,9,426,71,277,194,235,180,2030,2,40
"597",3172,69,4,85,6,5155,224,231,143,2809,1,23
"598",2975,277,16,85,14,2751,174,241,206,1879,3,22
"599",3023,350,11,85,12,3499,201,222,160,807,3,22
"600",3269,331,12,30,2,5689,192,225,172,752,1,22
"601",3027,138,12,150,12,1677,238,236,126,1142,1,23
"602",3072,72,16,120,29,4955,236,207,97,618,1,30
"603",2916,56,23,300,-11,330,228,186,80,805,1,29
"604",3228,64,18,30,7,1668,234,201,93,671,1,22
"605",3205,9,14,458,99,1050,204,212,144,2279,3,22
"606",3095,80,8,30,-5,1782,231,225,127,362,1,23
"607",2734,69,9,218,49,1699,230,222,125,295,3,31
"608",3280,278,10,671,90,663,193,242,189,711,3,32
"609",3194,317,17,300,55,2364,172,222,189,297,3,33
"610",3300,214,9,360,70,1167,212,248,172,1170,3,32
"611",3237,104,4,484,-13,2831,226,234,143,234,3,32
"612",3168,77,12,513,75,3118,235,218,113,3331,1,30
"613",3188,334,11,513,112,3187,194,225,170,1140,3,24
"614",3014,286,8,0,0,1841,199,240,181,1445,3,21
"615",3402,0,3,492,113,1233,215,234,156,2860,3,32
"616",3122,38,8,430,47,1966,220,223,138,2496,3,32
"617",3078,9,11,190,10,3648,208,219,147,832,1,22
"618",3296,212,18,124,-4,3523,201,254,183,1719,3,32
"619",2946,339,13,42,2,3289,191,221,168,2054,3,22
"620",2841,53,9,30,-2,1233,226,220,128,1676,1,29
"621",3254,235,16,60,0,3581,192,252,196,1554,3,23
"622",3110,189,8,424,24,5230,221,246,160,1421,1,29
"623",3114,93,12,150,4,2130,239,222,111,3218,3,24
"624",3189,327,18,134,16,1091,174,217,182,1301,1,29
"625",2985,306,8,153,8,5777,198,236,178,1989,1,22
"626",3217,129,6,255,33,2164,231,236,138,1731,3,23
"627",3218,71,12,631,46,4228,233,216,113,1921,1,29
"628",3026,135,5,30,3,1842,228,238,144,1639,3,21
"629",3255,336,11,120,19,3295,195,225,169,2142,1,29
"630",3226,117,2,270,93,2758,223,237,150,1177,3,31
"631",3285,233,21,210,64,2097,182,253,204,3197,1,29
"632",3192,45,3,234,-25,2502,220,232,149,2525,1,23
"633",3057,338,24,443,29,3420,160,198,172,1495,3,39
"634",3292,43,15,361,103,1146,221,205,114,1771,1,22
"635",2945,315,2,0,0,2992,214,237,161,1299,3,23
"636",2959,322,29,404,184,671,136,198,195,1253,3,33
"637",3102,96,10,150,37,5202,236,226,121,743,1,29
"638",3160,68,7,0,0,4740,227,226,133,1358,1,23
"639",3301,283,13,60,21,3423,185,240,195,1758,3,32
"640",2958,75,10,134,18,1556,233,221,120,573,3,32
"641",3112,63,15,350,64,1831,232,207,104,3427,3,24
"642",3079,34,11,330,78,2101,219,216,132,2755,3,32
"643",3148,135,4,210,12,4392,226,238,146,1842,1,23
"644",2966,109,10,85,17,1998,238,229,121,938,1,29
"645",3070,27,14,618,148,4512,213,210,130,3624,1,29
"646",3038,31,4,95,-4,1489,219,230,148,2877,1,23
"647",3367,99,10,671,186,1419,236,227,121,984,2,31
"648",2932,122,4,30,3,4841,228,236,143,2395,1,16
"649",3203,343,11,379,108,5068,199,224,164,1991,1,29
"650",3101,120,8,234,39,570,234,234,132,524,3,31
"651",2948,315,27,384,173,641,137,206,203,1231,3,33
"652",3204,86,11,644,183,2576,236,221,115,2971,3,31
"653",2836,353,6,85,9,752,210,230,158,450,3,32
"654",2708,124,13,30,0,1315,241,231,117,1765,3,20
"655",3102,288,5,30,3,4462,205,239,173,3346,1,22
"656",3198,110,6,30,2,4459,231,233,135,3642,3,22
"657",3176,352,19,234,32,4392,182,203,156,1667,1,38
"658",2994,17,6,108,12,3762,215,226,148,2358,1,29
"659",3288,358,15,362,45,1406,195,210,152,1959,2,38
"660",3035,270,6,283,29,2802,205,242,176,342,1,29
"661",3475,73,21,1018,196,2457,239,195,78,1283,1,35
"662",3086,141,20,150,22,3770,245,230,104,5145,1,30
"663",2836,92,20,124,38,124,247,204,77,691,1,29
"664",3205,174,9,30,-4,2329,226,245,152,3896,2,23
"665",3021,14,6,721,167,5634,215,228,150,5228,1,12
"666",3022,10,5,67,-8,892,214,229,152,1643,2,23
"667",3251,104,19,120,-32,2546,248,213,86,3912,2,33
"668",2862,81,17,67,-22,242,241,208,93,1492,1,29
"669",3025,350,9,124,23,3331,203,224,160,1822,1,29
"670",3452,239,25,408,197,3191,166,251,215,582,1,39
"671",3260,3,13,716,39,3424,202,215,149,4212,1,23
"672",2985,198,10,134,17,5499,217,249,166,2132,1,23
"673",3208,66,14,698,-15,1053,233,211,107,1933,1,29
"674",2773,44,16,90,17,1909,222,202,110,2197,1,12
"675",2898,202,21,42,5,2597,205,253,175,732,3,13
"676",3113,45,16,190,56,2881,223,203,110,5807,1,29
"677",3118,270,9,108,24,234,198,243,185,2250,2,22
"678",3000,8,7,170,13,3728,212,227,152,2292,1,29
"679",3157,47,9,404,43,2912,224,220,130,2743,3,32
"680",2975,354,7,212,40,4983,209,228,157,1976,1,29
"681",2937,316,15,120,21,3041,179,226,187,1440,3,24
"682",3384,352,5,811,194,1208,211,231,158,806,2,31
"683",3287,34,7,330,31,5416,219,225,142,503,1,38
"684",3041,126,7,0,0,2531,232,236,137,3857,1,23
"685",3219,304,5,162,12,1262,205,237,171,2642,3,23
"686",3175,333,9,313,-10,1172,200,229,168,708,2,24
"687",3235,79,16,190,21,1731,239,210,96,2266,3,39
"688",3118,98,13,67,10,2242,240,222,110,2026,1,29
"689",3118,51,28,60,20,3881,221,168,63,964,1,30
"690",3057,301,18,319,82,1052,167,229,201,2321,3,22
"691",3404,139,14,660,75,1231,241,235,120,4026,2,38
"692",3007,196,15,182,21,1884,215,251,166,3823,1,23
"693",3271,114,19,582,193,516,249,218,89,3021,2,23
"694",3161,23,22,785,356,1347,201,188,115,1020,3,33
"695",3032,0,13,0,0,1176,200,215,152,2389,3,24
"696",3208,293,6,469,105,3013,203,239,175,3724,1,29
"697",3116,161,22,247,91,2364,236,239,121,1638,3,27
"698",3252,257,9,726,115,2045,200,246,185,2125,3,31
"699",3215,90,1,443,34,5721,220,237,153,2584,1,29
"700",3384,294,8,900,127,1082,197,238,181,2131,3,32
"701",3294,50,18,301,79,1964,225,198,100,2197,1,39
"702",3340,353,13,499,113,1855,196,216,157,3048,1,39
"703",3055,355,23,418,-4,1159,177,193,149,2110,3,33
"704",3133,157,6,150,0,1065,227,241,148,1894,1,22
"705",3085,311,15,30,9,4583,179,229,189,1252,1,22
"706",3073,256,9,382,63,2985,200,246,184,957,3,32
"707",2625,205,14,42,6,2010,211,252,173,1050,3,17
"708",3096,338,13,150,-7,1087,191,221,169,2724,1,30
"709",3107,191,20,67,13,3141,215,251,161,1148,3,33
"710",2840,15,13,67,11,350,208,212,140,242,3,32
"711",3244,149,13,324,79,1595,237,239,129,1521,2,33
"712",3052,328,12,30,9,124,190,226,175,437,2,22
"713",3178,37,7,666,65,3466,220,224,139,3662,1,29
"714",3014,330,17,60,6,3681,177,217,178,2589,1,30
"715",3057,357,5,218,35,2058,212,231,156,1454,1,23
"716",3037,352,12,335,104,469,199,219,158,1608,3,24
"717",3146,60,9,424,4,3234,227,221,127,4620,1,29
"718",2795,129,3,0,0,4501,225,237,148,323,1,23
"719",3024,65,13,430,52,5442,232,214,112,4062,1,29
"720",3166,338,4,0,0,649,210,233,162,1253,2,23
"721",3103,255,11,503,-45,6110,194,247,191,1438,1,20
"722",3260,231,6,624,76,630,210,246,173,576,3,32
"723",3038,7,13,514,66,2401,204,214,146,2448,3,23
"724",3187,0,2,242,16,4933,216,235,156,2340,1,29
"725",3300,179,12,454,112,1347,225,247,153,2711,1,29
"726",2914,88,25,85,-33,1167,248,191,58,1613,3,33
"727",3243,23,15,0,0,1947,210,206,129,4588,2,22
"728",3005,338,15,42,8,339,187,218,170,1820,3,23
"729",3075,310,7,531,73,2839,200,235,175,957,3,32
"730",3378,235,16,509,141,3426,192,252,196,426,3,31
"731",2943,122,4,256,87,571,228,236,143,1761,3,32
"732",3371,129,13,324,171,2765,241,232,118,566,3,32
"733",3325,157,14,430,64,1530,235,241,134,2858,1,29
"734",3096,338,15,30,11,408,186,217,170,789,2,23
"735",3271,291,16,474,46,726,174,236,202,1507,2,23
"736",3360,309,6,234,21,1321,203,236,172,2125,3,32
"737",2860,297,11,0,0,745,189,237,187,595,3,23
"738",3126,110,10,272,-22,6169,238,229,120,1177,1,29
"739",3170,247,18,607,46,3478,179,251,207,1224,3,13
"740",2567,123,7,153,-21,1131,231,235,137,470,1,9
"741",2922,72,4,30,2,1317,224,232,144,3198,1,23
"742",3056,46,22,283,14,4839,220,185,89,3129,1,29
"743",2893,306,10,42,-1,2689,191,234,183,579,3,21
"744",3200,262,5,120,16,552,207,242,173,1451,3,31
"745",3252,205,29,376,95,342,190,251,180,1180,1,22
"746",3147,82,31,247,-21,1138,245,171,0,1114,1,29
"747",2987,205,10,108,20,4526,215,249,169,1928,1,29
"748",3112,331,23,361,62,3520,161,206,181,1423,3,39
"749",3376,189,16,459,84,2915,219,250,160,1289,3,32
"750",3076,59,10,134,12,5263,228,220,125,2687,1,22
"751",3232,339,19,330,81,2839,176,209,170,541,3,33
"752",2936,317,18,376,74,3131,171,222,190,1889,3,24
"753",3068,83,6,85,6,1064,228,230,137,1600,2,23
"754",3232,339,17,1040,145,1624,181,213,170,808,3,33
"755",3275,5,11,366,86,2718,205,218,149,2420,3,24
"756",3051,174,2,0,0,2846,220,240,156,781,3,23
"757",3079,327,10,108,15,3414,196,229,173,2200,1,23
"758",2858,54,18,201,62,216,228,199,98,424,1,29
"759",3178,17,19,402,48,4863,200,196,127,3099,1,30
"760",3357,326,17,362,75,1025,177,219,181,2842,3,32
"761",2827,17,6,371,10,2630,215,228,150,3613,1,23
"762",3269,53,9,457,56,6244,226,220,128,663,1,22
"763",3281,184,13,510,103,3358,222,248,157,661,3,32
"764",3153,9,13,612,-12,600,205,213,144,1719,2,22
"765",2929,256,13,402,36,5862,190,248,196,5967,1,16
"766",2866,39,15,124,-36,319,219,206,118,1565,1,29
"767",3325,20,7,90,3,3079,215,225,147,2014,1,38
"768",3032,77,17,0,0,981,239,206,92,1290,3,32
"769",3083,342,3,42,-1,3889,213,235,159,1983,1,23
"770",3216,174,24,150,24,4237,226,243,135,3108,3,22
"771",3023,66,16,524,-60,4803,234,206,98,1348,1,29
"772",3164,63,4,30,2,4082,224,231,143,488,3,23
"773",2985,54,19,162,26,5198,227,196,94,2542,1,29
"774",3126,111,8,120,20,3200,234,231,129,5267,1,30
"775",3034,138,6,85,8,2942,230,238,142,1057,3,23
"776",3126,146,11,30,0,3156,235,239,134,3280,1,39
"777",2914,84,21,108,-27,598,244,199,74,633,1,22
"778",3203,166,7,150,1,2330,226,243,150,1530,3,23
"779",3156,45,4,108,13,1956,221,231,147,511,1,23
"780",2634,174,19,30,-10,3565,227,246,143,2738,3,20
"781",3194,103,9,685,173,2510,235,229,125,2960,3,31
"782",3086,11,10,690,85,2192,210,221,147,2483,3,32
"783",2984,294,9,192,1,120,194,238,184,1116,3,19
"784",3145,2,25,134,48,1165,177,185,138,1090,3,22
"785",2787,54,15,295,74,2553,227,206,108,277,3,10
"786",2787,35,18,150,44,1343,215,197,112,1124,3,33
"787",3199,39,10,30,-3,3056,221,218,131,4036,1,22
"788",3236,153,15,420,82,1376,237,240,130,2140,1,39
"789",3150,72,9,319,34,2042,231,223,125,3102,3,24
"790",3097,248,13,218,-7,1771,193,249,194,940,3,23
"791",2838,252,3,170,37,2072,213,241,166,2714,1,30
"792",3285,93,12,210,-28,4084,239,222,111,2230,1,38
"793",3103,46,23,443,209,2281,220,182,86,2011,3,33
"794",3410,40,8,671,131,2024,221,222,135,1684,1,35
"795",3256,276,7,255,40,794,200,242,181,1772,2,23
"796",2963,302,4,108,-1,2475,207,238,169,361,1,20
"797",3198,285,17,212,57,2420,172,238,205,972,3,32
"798",2637,70,9,426,17,3097,230,223,125,2936,3,11
"799",3059,183,8,60,-4,2251,222,246,157,3768,1,23
"800",3035,63,10,0,0,878,229,221,124,201,3,23
"801",2711,266,6,0,0,2227,204,243,177,306,3,13
"802",2858,6,24,485,45,3343,182,185,133,2489,3,10
"803",3253,334,13,976,141,1710,189,222,172,721,3,24
"804",3148,104,23,324,61,990,251,204,69,1740,1,29
"805",3031,102,8,247,7,3618,234,230,128,2691,1,30
"806",2922,135,6,85,6,3976,230,237,141,6155,1,29
"807",3229,61,23,510,133,4886,231,184,73,3245,1,30
"808",3276,230,30,417,77,2824,161,251,214,882,1,39
"809",3052,10,9,127,14,3655,210,221,148,674,3,22
"810",3167,77,5,30,-3,2372,227,230,138,1461,3,23
"811",3139,104,14,324,95,3194,243,221,104,3074,1,30
"812",2883,149,3,212,30,2721,223,239,151,2377,1,12
"813",3224,139,10,67,-4,2845,235,237,132,750,1,23
"814",3134,164,4,256,1,1170,224,241,152,1932,1,22
"815",3231,86,10,201,6,4603,234,224,120,2213,1,23
"816",2965,125,4,30,-2,6112,226,237,145,3621,1,30
"817",3018,93,30,450,184,674,250,179,34,1087,3,33
"818",3168,59,7,240,63,2592,226,226,134,1776,1,29
"819",3143,155,8,674,-22,720,230,241,144,1617,2,22
"820",3070,45,0,0,0,3618,218,237,156,2256,1,23
"821",3239,22,3,408,60,4434,218,233,153,2806,1,22
"822",2996,17,21,120,20,1917,197,191,124,3834,1,29
"823",3221,29,17,711,30,3002,212,201,120,3584,1,30
"824",3104,54,8,306,-70,1475,225,222,130,1283,1,29
"825",3234,16,21,430,55,1320,198,192,126,242,1,22
"826",3208,302,9,162,26,443,195,236,181,997,2,23
"827",3139,312,6,124,-2,3368,204,236,170,4097,1,29
"828",3215,71,9,481,32,5622,230,223,126,2089,1,22
"829",2862,304,22,170,62,2131,152,222,207,1348,3,33
"830",3088,7,6,150,4,5045,213,229,153,1008,1,29
"831",3354,276,22,42,10,5032,155,238,220,930,1,39
"832",3281,332,11,990,78,1802,193,225,172,711,3,24
"833",3134,69,9,175,8,301,230,222,125,5438,2,23
"834",3080,5,19,484,11,1410,192,199,141,3564,3,24
"835",3207,89,11,418,-28,558,236,223,117,2433,1,22
"836",3148,68,8,297,6,5734,228,225,130,842,1,19
"837",3327,1,27,150,56,2595,171,178,135,2664,1,39
"838",3214,107,13,127,19,1744,242,224,109,1518,2,23
"839",3093,45,18,234,26,3658,222,199,105,2689,1,24
"840",3276,216,8,67,-2,1994,212,248,172,3870,2,32
"841",2978,239,13,60,0,5515,195,251,193,2697,1,29
"842",3196,34,10,124,-22,2818,219,218,134,2060,1,22
"843",3011,158,12,60,0,2304,233,242,138,4013,1,23
"844",3157,160,6,0,0,2239,226,241,149,1482,3,23
"845",3374,188,8,153,-12,2967,221,247,159,424,3,38
"846",3011,328,7,30,2,2807,203,232,168,698,1,23
"847",3254,40,11,150,32,2790,221,215,127,2530,1,29
"848",3133,9,11,85,9,4231,207,217,146,1811,1,23
"849",2803,123,13,0,0,1383,241,230,116,2646,3,20
"850",2951,128,3,60,11,1390,224,237,149,408,3,23
"851",3206,7,15,124,17,4211,201,209,144,2089,3,22
"852",3375,0,11,256,43,1468,203,219,153,2026,2,40
"853",3373,204,5,966,171,2886,217,244,163,1368,3,38
"854",2785,123,5,402,42,2846,228,236,142,6650,1,12
"855",2814,80,5,604,26,789,227,230,137,1430,3,11
"856",3204,140,15,331,43,1092,241,234,119,1972,2,23
"857",3369,22,24,153,52,3946,197,181,111,845,1,38
"858",3079,146,22,258,49,1729,244,230,102,2214,3,33
"859",2812,294,8,30,5,4643,197,238,181,210,1,23
"860",3241,236,25,0,0,2101,169,252,213,3873,2,22
"861",3083,333,18,30,6,3150,175,214,176,558,1,29
"862",3264,332,26,162,32,721,152,198,180,1288,2,33
"863",3116,76,11,664,-28,4322,234,220,117,3661,1,29
"864",3230,213,16,42,9,2287,205,253,181,3059,1,29
"865",3156,44,20,570,96,1463,220,191,97,2273,3,33
"866",3145,24,6,30,1,2431,217,226,146,2748,1,23
"867",3126,10,9,324,36,3648,210,221,148,4357,1,29
"868",3113,304,28,295,46,1816,130,212,216,3387,1,29
"869",3252,59,3,499,157,5150,221,233,148,1892,1,29
"870",2665,4,22,180,82,1485,186,193,139,6577,1,29
"871",3382,66,17,577,47,2177,234,203,95,2704,2,39
"872",3214,356,13,192,119,4878,199,217,155,1749,1,29
"873",3110,315,15,124,24,5091,178,226,188,595,1,29
"874",2838,73,12,30,7,2489,234,217,113,2598,1,23
"875",3066,352,11,95,9,3610,200,221,159,319,1,29
